User ID,Age,Gender,Location,Phone Brand,OS,Screen Time (hrs/day),Data Usage (GB/month),Calls Duration (mins/day),Number of Apps Installed,Social Media Time (hrs/day),E-commerce Spend (INR/month),Streaming Time (hrs/day),Gaming Time (hrs/day),Monthly Recharge Cost (INR),Primary Use
U09452,0.288888889,1.288888889,2.288888889,Apple,0,10.5,44.9,297,97,1.1,7730,3.4,2.6,0.773157895,Work
U09453,0.377777778,1.377777778,2.377777778,Xiaomi,1,3.5,36.5,22.6,72,0.6,6809,5.9,0.1,0.506842105,Social Media
U09454,0.955555556,1.955555556,2.955555556,Xiaomi,0,2.6,3.2,60.6,185,5.8,1092,4.7,3,0.748947368,Education
U09455,0.733333333,1.733333333,2.733333333,Nokia,0,8.1,28,169.3,92,3.8,5655,6.8,3.9,0.003684211,Gaming
U09456,0.822222222,1.822222222,2.822222222,Oppo,0,4.6,16.9,41.2,138,1.2,2517,5.1,4.8,0.935789474,Entertainment
U09457,0.111111111,1.111111111,2.111111111,Nokia,1,10.3,13.4,26.2,147,3.6,7987,6.3,3.7,0.258947368,Social Media
U09458,0.733333333,1.733333333,2.733333333,Realme,0,4.5,22.8,127,125,1.5,3311,3.2,0.7,0.651578947,Education
U09459,0.066666667,1.066666667,2.066666667,Vivo,0,9.4,25.2,296.2,145,1.7,4040,6.7,0.2,0.757368421,Education
U09460,0.022222222,1.022222222,2.022222222,Google Pixel,1,4.9,29.8,114.2,37,3.8,3628,7.4,2.6,0.751052632,Work
U09461,0.222222222,1.222222222,2.222222222,OnePlus,0,9.4,47.7,208.2,113,1,8508,5.4,3,0.775789474,Work
U09462,0.466666667,1.466666667,2.466666667,Realme,1,7.2,9.6,279.8,199,5.8,4142,3.2,2.3,0.322105263,Education
U09463,0.577777778,1.577777778,2.577777778,Google Pixel,1,8,40.3,238.4,39,2.5,8798,2.3,3.2,0.536842105,Work
U09464,0.844444444,1.844444444,2.844444444,Nokia,0,11.3,3.8,274.8,183,3.6,229,7.9,4.2,0.663157895,Entertainment
U09465,0.2,1.2,2.2,Vivo,0,11.2,19.2,176.9,164,4.4,4707,5.5,3.1,0.783157895,Work
U09466,0.555555556,1.555555556,2.555555556,Samsung,1,2.9,38.5,205.6,13,0.7,4079,2.4,4.9,0.744210526,Gaming
U09467,0.488888889,1.488888889,2.488888889,Apple,1,9.1,21.4,237.1,103,2.2,9590,2.2,4.2,0.616842105,Education
U09468,0.022222222,1.022222222,2.022222222,Motorola,1,7,36,108.4,61,1,7815,2.3,4.2,0.287368421,Education
U09469,0.777777778,1.777777778,2.777777778,Nokia,1,11.5,8.9,177.6,115,3.5,8484,5.2,2.6,0.486842105,Work
U09470,0.422222222,1.422222222,2.422222222,Oppo,0,9.2,8.7,297.6,46,1,2299,5.6,0,0.586315789,Gaming
U09471,0.355555556,1.355555556,2.355555556,Vivo,1,9.7,32.6,126.8,60,4.2,2142,2.8,0.6,0.793157895,Work
U09472,0.333333333,1.333333333,2.333333333,Samsung,1,10.8,30.6,102.2,116,1.1,7290,7.4,3.3,0.835789474,Gaming
U09473,0.777777778,1.777777778,2.777777778,Samsung,1,3.9,6.4,64.6,86,1.2,3080,6.5,3.8,0.849473684,Gaming
U09474,0.888888889,1.888888889,2.888888889,Apple,1,5.2,42.9,249.7,50,1.2,2055,3,4.6,0.893684211,Entertainment
U09475,0,1,2,Samsung,0,9.9,5.1,258.1,175,4.8,4520,0.7,4.6,0.155263158,Work
U09476,0.822222222,1.822222222,2.822222222,Apple,1,1.8,20.4,46.7,20,6,4635,1.6,0.8,0.157368421,Education
U09477,0.977777778,1.977777778,2.977777778,Motorola,1,6.5,27.6,9.6,170,4.6,3598,1.1,2.1,0.047894737,Gaming
U09478,0.422222222,1.422222222,2.422222222,Motorola,0,7.9,17.8,279.5,125,1.1,3627,3.6,1.1,0.148421053,Social Media
U09479,0.733333333,1.733333333,2.733333333,OnePlus,0,8.2,49.9,228,59,2.7,2723,6.3,2.2,0.487368421,Gaming
U09480,0.088888889,1.088888889,2.088888889,OnePlus,1,8.9,41.3,5.7,26,3.5,3515,6.3,4.6,0.892631579,Education
U09481,0.4,1.4,2.4,OnePlus,0,8.7,29.6,184.6,109,2.2,7349,5.2,3,0.746315789,Entertainment
U09482,0.266666667,1.266666667,2.266666667,Samsung,0,9.2,7.6,250.8,99,1.8,9944,7.7,3,0.846315789,Work
U09483,0.555555556,1.555555556,2.555555556,Xiaomi,1,4.9,30.2,26.2,79,5.5,7651,2.1,1.8,0.028421053,Gaming
U09484,0.555555556,1.555555556,2.555555556,Xiaomi,0,4.1,47.5,205.8,99,2.2,8212,2,3.6,0.670526316,Entertainment
U09485,0.822222222,1.822222222,2.822222222,Samsung,0,8.6,43.5,197.5,114,2.2,3875,1.2,0.8,0.682105263,Social Media
U09486,0.8,1.8,2.8,Apple,1,9.8,32.9,127.5,107,5.3,2771,1.5,4.3,0.236315789,Entertainment
U09487,0.066666667,1.066666667,2.066666667,Xiaomi,1,3.8,3.7,63.6,86,3.2,7937,1.3,1.9,0.899473684,Entertainment
U09488,0.133333333,1.133333333,2.133333333,Xiaomi,0,9.3,20.1,191.8,165,1.2,3752,6.2,0.1,0.286315789,Education
U09489,0.555555556,1.555555556,2.555555556,Samsung,1,7.2,39.3,10.8,77,1,866,1.5,4.7,0.988947368,Social Media
U09490,0.111111111,1.111111111,2.111111111,Realme,0,8.8,13.9,296.7,67,2.2,3102,3.6,1.3,0.496842105,Work
U09491,0.044444444,1.044444444,2.044444444,Oppo,1,6.2,37.8,65.4,155,4.4,6289,5.8,1.8,0.864210526,Entertainment
U09492,0.066666667,1.066666667,2.066666667,Vivo,0,9.5,16.3,94.1,120,1.2,3706,2.7,4.9,0.705263158,Work
U09493,0.733333333,1.733333333,2.733333333,Nokia,0,9.1,49.5,135.1,43,2.8,3379,2.5,4.2,0.193157895,Work
U09494,0.844444444,1.844444444,2.844444444,Nokia,0,5.5,38.2,243.6,71,5.7,2938,1.7,0.2,0.833684211,Social Media
U09495,0,1,2,Nokia,0,8,2.9,294.2,149,4.1,3934,3.8,2.1,0.338421053,Education
U09496,0.822222222,1.822222222,2.822222222,OnePlus,0,5.6,28.1,200.9,75,0.8,6530,4.1,0.5,0.329473684,Work
U09497,0.577777778,1.577777778,2.577777778,Oppo,0,5.8,27.7,22.7,76,1,3270,2,3.5,0.574210526,Entertainment
U09498,0.377777778,1.377777778,2.377777778,Nokia,0,3.2,27.2,260.9,196,3.3,6200,2.6,3.1,0.240526316,Entertainment
U09499,0.311111111,1.311111111,2.311111111,Xiaomi,1,1.3,13,295.8,172,2.6,5952,6.3,1.3,0.557894737,Gaming
U09500,0.355555556,1.355555556,2.355555556,Oppo,0,5.4,45.7,254.9,38,2.2,5961,7.2,0.2,0.433157895,Gaming
U09501,0.377777778,1.377777778,2.377777778,OnePlus,1,5.7,49.2,38.5,73,5.4,2074,3.4,0,0.667894737,Work
U09502,0.666666667,1.666666667,2.666666667,Realme,1,11.5,32.6,236.5,21,3.6,6266,0.8,2,0.761052632,Education
U09503,1,2,3,Google Pixel,1,9.5,26.6,99.9,153,3.2,6142,7,1.6,0.089473684,Education
U09504,0.888888889,1.888888889,2.888888889,Apple,0,4,11.5,14.3,152,5.5,5809,2.9,2.2,0.222631579,Work
U09505,0.6,1.6,2.6,Realme,1,5.3,26.2,272,194,2.1,9105,0.7,4.4,0.001578947,Education
U09506,0.933333333,1.933333333,2.933333333,Google Pixel,1,9.2,32.6,10,78,2.3,7924,5.3,2.4,0.571052632,Gaming
U09507,0.888888889,1.888888889,2.888888889,Motorola,1,1.1,2.7,182,104,1.8,1509,2.6,2.2,0.299473684,Education
U09508,0.888888889,1.888888889,2.888888889,Google Pixel,1,10,27.9,115,70,0.6,4878,2.8,3,0.895789474,Work
U09509,0.666666667,1.666666667,2.666666667,Xiaomi,1,1.9,29.2,164.1,159,4.3,3873,6.8,4.5,0.008421053,Gaming
U09510,0.711111111,1.711111111,2.711111111,Nokia,0,5.8,19,106.9,66,1.3,3964,5.9,4.6,0.836842105,Education
U09511,1,2,3,Oppo,0,2,49.9,103.1,149,1.2,7176,2,1.4,0.009473684,Work
U09512,0.511111111,1.511111111,2.511111111,Realme,1,6,8,262.7,84,5.6,9759,2.9,3.7,0.556315789,Social Media
U09513,0.2,1.2,2.2,Xiaomi,1,10.6,7.3,100.9,90,2.6,5199,1.1,3.5,0.040526316,Work
U09514,0.311111111,1.311111111,2.311111111,Realme,1,11.1,34.9,5.3,194,3.6,7955,5.8,0.5,0.502105263,Social Media
U09515,0.488888889,1.488888889,2.488888889,Realme,0,3.9,8.7,296.5,111,3.2,4878,2.5,0.9,0.479473684,Work
U09516,0.844444444,1.844444444,2.844444444,Motorola,1,4.6,22,251.5,194,5,2338,4.7,0.3,0.452105263,Work
U09517,0.4,1.4,2.4,Xiaomi,1,6.7,13.6,116.2,70,0.9,3068,4.4,1.9,0.255263158,Entertainment
U09518,0.288888889,1.288888889,2.288888889,Vivo,1,10.7,36.6,244.7,120,2.6,1436,1.4,4.3,0.241052632,Social Media
U09519,0.288888889,1.288888889,2.288888889,Google Pixel,1,8.2,2.4,54.3,124,2.4,2914,5.5,4.6,0.446842105,Entertainment
U09520,0.755555556,1.755555556,2.755555556,Realme,0,9.3,25.9,40.4,84,5,877,7.7,1.2,0.727368421,Work
U09521,0.577777778,1.577777778,2.577777778,Realme,0,10.2,6.6,273.4,41,5.6,3295,3.2,4.4,0.05,Work
U09522,0.977777778,1.977777778,2.977777778,Apple,1,6.1,21.7,121.4,18,1,2629,0.9,4.3,0.135789474,Social Media
U09523,0.533333333,1.533333333,2.533333333,Nokia,1,11.4,14.7,148.4,169,2.3,2902,7,3.8,0.419473684,Entertainment
U09524,0.044444444,1.044444444,2.044444444,Motorola,0,3.4,38.3,288.5,147,1.7,9814,0.8,1,0.230526316,Social Media
U09525,0.8,1.8,2.8,Samsung,1,3.7,27.4,157.3,115,0.8,5431,4.4,1.1,0.578947368,Work
U09526,0.911111111,1.911111111,2.911111111,Nokia,1,4.1,37.6,33.5,39,3.9,8480,7.1,4.6,0.735263158,Social Media
U09527,0.333333333,1.333333333,2.333333333,Google Pixel,1,1.4,6.3,120.1,192,0.9,3326,5.8,4.4,0.655789474,Education
U09528,0.333333333,1.333333333,2.333333333,Oppo,1,6.3,17.2,87.9,155,1.3,2313,2.2,4.5,0.714736842,Social Media
U09529,0.933333333,1.933333333,2.933333333,Apple,0,7.7,43.1,253,127,5.1,8483,7.6,0.5,0.061578947,Work
U09530,0.666666667,1.666666667,2.666666667,Vivo,1,10.5,20.4,129.2,91,0.9,5355,3.6,1.1,0.765263158,Entertainment
U09531,0.111111111,1.111111111,2.111111111,Samsung,0,6.8,44.4,107,46,3.7,1400,0.9,0.3,0.021578947,Work
U09532,0.822222222,1.822222222,2.822222222,Nokia,0,9.7,18.8,62.5,29,1.7,7118,2.1,1.9,0.922631579,Gaming
U09533,0.511111111,1.511111111,2.511111111,Google Pixel,1,8.1,10.4,160.1,96,3.3,3147,2.6,3,0.370526316,Work
U09534,0.622222222,1.622222222,2.622222222,Google Pixel,1,7.3,40.7,103.3,198,1.5,1767,7.8,2.2,0.75,Entertainment
U09535,0.711111111,1.711111111,2.711111111,Apple,1,9.9,13.8,47.2,190,4,2607,6.8,2.6,0.942631579,Social Media
U09536,0.066666667,1.066666667,2.066666667,Samsung,1,4,48.8,54.2,118,5.1,1644,2.3,3.4,0.243684211,Social Media
U09537,0.377777778,1.377777778,2.377777778,Samsung,1,11,10.2,68.6,193,5.5,9766,5,2.6,0.687894737,Gaming
U09538,0.133333333,1.133333333,2.133333333,Vivo,1,10.5,1.6,236.7,183,2.6,5366,2.2,1.4,0.075789474,Work
U09539,1,2,3,OnePlus,0,5.1,31.4,112.4,63,1.4,9810,6.2,3.2,0.291578947,Social Media
U09540,0.111111111,1.111111111,2.111111111,Vivo,1,3.8,15.9,204.6,168,4.5,5346,7.1,0.2,0.021052632,Gaming
U09541,0.711111111,1.711111111,2.711111111,Vivo,1,5.2,2.3,25.9,16,4.4,9655,7.3,0.1,0.620526316,Work
U09542,0.4,1.4,2.4,Xiaomi,0,5.9,37.2,246,188,3.3,8136,7.7,1.7,0.230526316,Entertainment
U09543,0.488888889,1.488888889,2.488888889,Nokia,0,10.6,32.3,202,64,4.1,2538,1.5,3,0.150526316,Social Media
U09544,0.488888889,1.488888889,2.488888889,Apple,0,2.6,29.4,194.2,130,2.9,1066,1.3,3.4,0.959473684,Work
U09545,0.6,1.6,2.6,Vivo,1,1.6,5.4,75.3,118,0.9,4745,5.7,2.8,0.721578947,Social Media
U09546,0.444444444,1.444444444,2.444444444,Motorola,1,8.1,21.8,224.2,131,4.8,4570,3.6,3.4,0.302631579,Education
U09547,0.355555556,1.355555556,2.355555556,Oppo,1,11.9,32.4,244.7,115,4.2,2713,2.3,4.9,0.794736842,Social Media
U09548,0.866666667,1.866666667,2.866666667,Vivo,1,3.2,29.4,67.5,95,0.9,3850,7.6,3.6,0.483157895,Education
U09549,0.2,1.2,2.2,Google Pixel,1,11.1,30.9,290,53,4.1,6763,4.5,2.9,0.042105263,Gaming
U09550,0.133333333,1.133333333,2.133333333,Nokia,1,9.6,16.4,115,44,5.9,2169,3.9,1.7,0.171052632,Gaming
U09551,0.622222222,1.622222222,2.622222222,Google Pixel,1,3.1,27.3,264,144,5.4,9120,4,2,0.927368421,Work
U09552,0.377777778,1.377777778,2.377777778,Oppo,1,11,6.5,192.9,196,4.8,1165,5.4,0.9,0.878421053,Education
U09553,0.2,1.2,2.2,OnePlus,0,8.8,16.9,178.5,168,0.7,7452,1.3,0,0.310526316,Gaming
U09554,0.044444444,1.044444444,2.044444444,Google Pixel,0,8.6,30.5,77.7,53,5.2,5416,3.3,1.8,0.983684211,Work
U09555,0.644444444,1.644444444,2.644444444,OnePlus,1,8.7,36.4,227.2,193,5.4,7013,1.9,4,0.970526316,Social Media
U09556,0.955555556,1.955555556,2.955555556,Oppo,0,2.5,49.4,75.6,63,4.9,4583,4.5,4.9,0.83,Work
U09557,0.822222222,1.822222222,2.822222222,Samsung,1,4.1,14.9,219.2,32,3.8,2450,1.6,4.1,0.323157895,Entertainment
U09558,0.555555556,1.555555556,2.555555556,Oppo,1,6.6,4.4,97.4,78,0.8,899,3.1,4.9,0.730526316,Gaming
U09559,0.222222222,1.222222222,2.222222222,Realme,1,2.7,46.5,200.7,180,3.8,9965,2.8,2.4,0.830526316,Entertainment
U09560,0.933333333,1.933333333,2.933333333,Motorola,0,8.4,2,159.2,160,3.7,9890,1.9,5,0.052105263,Work
U09561,0.577777778,1.577777778,2.577777778,Nokia,1,5.6,18.6,244.6,150,4,9158,7.4,1.8,0.574210526,Work
U09562,0.644444444,1.644444444,2.644444444,Motorola,0,2.7,47.8,263.8,63,2,7235,3.1,0.5,0.228421053,Social Media
U09563,0.177777778,1.177777778,2.177777778,Nokia,0,5.1,12.1,75.2,14,5,995,7.7,0.3,0.077894737,Entertainment
U09564,0.555555556,1.555555556,2.555555556,Nokia,0,5.6,17,196.1,82,1.1,2213,6.2,4.2,0.5,Gaming
U09565,0.266666667,1.266666667,2.266666667,Nokia,0,6.7,41.6,135.2,185,4.2,1695,6.4,1.6,0.256842105,Work
U09566,0.866666667,1.866666667,2.866666667,Xiaomi,1,8.7,25.6,291.9,69,5.6,1712,6.8,3.9,0.348421053,Work
U09567,0.466666667,1.466666667,2.466666667,Google Pixel,0,8.7,10.1,45.6,131,4.1,9159,0.8,4.4,0.074736842,Entertainment
U09568,0.044444444,1.044444444,2.044444444,Google Pixel,1,4.2,28.5,61.1,57,1.2,4651,5.8,0.1,0.710526316,Education
U09569,0.533333333,1.533333333,2.533333333,Google Pixel,0,11.6,31,244,62,4.9,2073,4.3,4.1,0.007894737,Entertainment
U09570,0.111111111,1.111111111,2.111111111,Apple,1,9.3,40.2,7.7,116,5.2,4838,0.8,1.4,0.572631579,Education
U09571,0.133333333,1.133333333,2.133333333,Samsung,0,11.2,27.5,253.7,143,2.8,1985,7.3,3,0.519473684,Work
U09572,0.577777778,1.577777778,2.577777778,Xiaomi,1,8.4,44.1,195.3,23,5.9,6609,4.4,3.8,0.577894737,Gaming
U09573,0.044444444,1.044444444,2.044444444,Vivo,0,9.3,25.2,144.8,56,4.6,3876,7.7,0.5,0.705263158,Work
U09574,0.977777778,1.977777778,2.977777778,Realme,1,7.7,23.8,50.1,111,5.6,1312,2,2.5,0.191578947,Social Media
U09575,0.755555556,1.755555556,2.755555556,Realme,0,1.7,47.3,145,18,0.9,9746,3.1,1.6,0.532631579,Social Media
U09576,0.4,1.4,2.4,Motorola,0,9.7,8.5,57.7,10,1.8,5512,2.9,3.2,0.906842105,Education
U09577,0.511111111,1.511111111,2.511111111,Vivo,1,11.2,4.7,236.8,84,2,9212,5.7,0.1,0.961052632,Social Media
U09578,0.711111111,1.711111111,2.711111111,Motorola,0,11.3,16.7,297.9,86,3.3,7848,7.4,4.1,0.710526316,Entertainment
U09579,0.4,1.4,2.4,Xiaomi,1,9.3,3.9,112,106,0.5,6394,2.7,2.7,0.482105263,Education
U09580,0.666666667,1.666666667,2.666666667,Realme,1,11,24.4,27,158,2,8390,7.6,2.5,0.848947368,Education
U09581,0.466666667,1.466666667,2.466666667,OnePlus,0,6.3,48.9,266.7,109,1.7,9668,4.8,3.7,0.472105263,Gaming
U09582,0.088888889,1.088888889,2.088888889,Realme,1,7.2,48,79,175,1.9,4090,5.6,4.9,0.997894737,Gaming
U09583,0.6,1.6,2.6,Xiaomi,0,2.2,17.1,231.7,88,4,1332,1.3,1.7,0.345263158,Work
U09584,0.888888889,1.888888889,2.888888889,Vivo,0,4.3,4.4,145.9,139,2,951,3.3,4.3,0.340526316,Gaming
U09585,0.244444444,1.244444444,2.244444444,Realme,0,3.9,10.4,13.2,181,5.4,4310,1.8,2,0.260526316,Gaming
U09586,0.822222222,1.822222222,2.822222222,Apple,0,4.1,22.1,83.6,58,3.3,5736,8,1.6,0.668947368,Work
U09587,0.4,1.4,2.4,Apple,0,6.4,30.8,259.4,78,5.2,7940,7.4,3.9,0.148421053,Gaming
U09588,0.866666667,1.866666667,2.866666667,Oppo,0,4.6,41.6,15.8,31,2.6,2637,3.4,3.2,0.782105263,Social Media
U09589,0.888888889,1.888888889,2.888888889,Nokia,1,4.4,26,212.6,193,1.4,6955,1.3,4,0.849473684,Education
U09590,0.866666667,1.866666667,2.866666667,Motorola,1,4.3,33.3,35.6,169,0.7,9787,1.7,1,0.487368421,Entertainment
U09591,1,2,3,Google Pixel,1,8.7,18.2,135.7,75,5.1,8105,0.9,4.6,0.524736842,Entertainment
U09592,0.622222222,1.622222222,2.622222222,Google Pixel,1,5.1,8.5,255.2,183,2.4,1066,6.4,2.9,0.637894737,Entertainment
U09593,0.266666667,1.266666667,2.266666667,Samsung,1,8.5,9.4,106.5,188,5.7,6268,3,5,0.983157895,Social Media
U09594,0.288888889,1.288888889,2.288888889,Realme,0,10.7,22.2,39.6,129,3.4,9999,1.5,0.9,0.948421053,Work
U09595,0.688888889,1.688888889,2.688888889,Xiaomi,0,11.7,48,101.2,125,3.7,8836,3.5,3.5,0.600526316,Social Media
U09596,0.511111111,1.511111111,2.511111111,Google Pixel,1,3.6,41.6,231.5,154,2.3,3985,6.5,3.6,0.807368421,Social Media
U09597,0.422222222,1.422222222,2.422222222,Google Pixel,0,3.5,49.1,247.8,129,5.5,8116,2.5,0.3,0.181578947,Gaming
U09598,0.355555556,1.355555556,2.355555556,Xiaomi,0,4.6,35.6,167.8,157,2,4154,6.4,0.1,0.897894737,Social Media
U09599,0.977777778,1.977777778,2.977777778,OnePlus,0,1.4,31.7,176.8,60,1.4,8266,7.1,0.5,0.481578947,Work
U09600,0.533333333,1.533333333,2.533333333,Oppo,0,4.5,26.9,263,149,1.9,710,7.8,2.7,0.355789474,Entertainment
U09601,0.888888889,1.888888889,2.888888889,Nokia,0,9.1,22.5,270.5,51,3.6,6877,5.5,4.8,0.032105263,Social Media
U09602,0.022222222,1.022222222,2.022222222,Google Pixel,1,5.5,2.1,36.1,36,2.3,5935,6.5,4.4,0.267894737,Social Media
U09603,0.222222222,1.222222222,2.222222222,Google Pixel,1,1.2,34.6,251.4,138,3.5,1403,6.7,3,0.651578947,Work
U09604,0.244444444,1.244444444,2.244444444,Xiaomi,1,1,33.6,107.2,69,1.9,5507,6.4,3.5,0.041578947,Social Media
U09605,0.555555556,1.555555556,2.555555556,Xiaomi,1,9.9,39.2,53.2,82,4.7,1973,6,4.5,0.776842105,Gaming
U09606,0.622222222,1.622222222,2.622222222,Samsung,1,5.5,22.9,82.6,48,4.6,8541,5.8,4.5,0.544736842,Work
U09607,0.333333333,1.333333333,2.333333333,Vivo,1,11.1,35.3,209.5,161,0.7,558,8,2.9,0.452631579,Entertainment
U09608,0.133333333,1.133333333,2.133333333,Oppo,0,10.2,43.8,83.7,41,5.5,3068,5,1.7,0.197368421,Work
U09609,0.933333333,1.933333333,2.933333333,Oppo,1,1.7,2.4,48.7,140,4.6,3525,6.2,4,0.689473684,Work
U09610,1,2,3,Realme,1,8.5,3.7,138.3,167,4.6,7326,1.6,1.1,0.1,Education
U09611,0.155555556,1.155555556,2.155555556,Motorola,1,6.1,19.5,211.1,160,1.4,3255,3.6,2.8,0.805789474,Gaming
U09612,0.466666667,1.466666667,2.466666667,OnePlus,1,3.8,43.5,104.9,45,4.6,1487,2.4,1.8,0.751578947,Entertainment
U09613,0.466666667,1.466666667,2.466666667,Vivo,1,11.7,49.7,47.7,192,3.7,3257,5,3.7,0.833684211,Gaming
U09614,0.311111111,1.311111111,2.311111111,OnePlus,1,7.6,29.8,42.8,13,5.6,558,5.7,1.2,0.756842105,Social Media
U09615,0.488888889,1.488888889,2.488888889,Google Pixel,0,11.7,27.3,88,20,2.9,9250,0.8,0.4,0.627368421,Gaming
U09616,0.2,1.2,2.2,Vivo,1,10.3,34.1,225.7,142,3.4,8572,3.4,0,0.085789474,Entertainment
U09617,0.133333333,1.133333333,2.133333333,Google Pixel,1,1.3,16.7,6.6,145,1.4,2469,3.4,3.8,0.576842105,Work
U09618,0.155555556,1.155555556,2.155555556,Samsung,1,3.1,27,7.8,154,3.1,9021,6,3.2,0.851578947,Education
U09619,0.977777778,1.977777778,2.977777778,Vivo,1,9.7,35.8,255.7,83,5.7,1437,5.9,0.2,0.458421053,Gaming
U09620,0.688888889,1.688888889,2.688888889,Apple,0,5.9,27.1,276.5,78,2.9,4392,4.5,4.3,0.619473684,Education
U09621,0.288888889,1.288888889,2.288888889,Oppo,0,6.4,4.8,23.3,50,3.6,2936,3.3,4.4,0.414736842,Entertainment
U09622,0.822222222,1.822222222,2.822222222,Apple,1,1.4,24.6,188.8,76,4.9,2092,1.2,3,0.430526316,Social Media
U09623,0.533333333,1.533333333,2.533333333,Vivo,1,2.5,32.9,233.7,26,2,9607,6.5,2.4,0.827368421,Gaming
U09624,0.111111111,1.111111111,2.111111111,Oppo,1,10.3,24.9,184.9,64,1.7,9662,1.9,1.9,0.094736842,Gaming
U09625,0.955555556,1.955555556,2.955555556,Motorola,1,10.1,19,116.5,149,5.6,7667,7.9,0.8,0.454210526,Entertainment
U09626,0.666666667,1.666666667,2.666666667,Oppo,1,4.9,28.9,29.5,49,1.8,239,4.9,4.8,0.882631579,Work
U09627,0.533333333,1.533333333,2.533333333,Samsung,0,1.9,29.9,184.7,121,4,9956,1,1.5,0.523157895,Gaming
U09628,0.911111111,1.911111111,2.911111111,Oppo,0,7.5,29.6,248.7,135,3.9,9954,3,4.5,0.281578947,Entertainment
U09629,0.111111111,1.111111111,2.111111111,Motorola,1,5.1,9.4,201.3,67,0.6,8763,6.2,3.7,0.876842105,Gaming
U09630,0.6,1.6,2.6,Google Pixel,1,8.9,43.9,258.5,18,2.6,8920,2.9,4.4,0.41,Gaming
U09631,0.755555556,1.755555556,2.755555556,Motorola,1,5.2,47.1,193.2,30,4,292,7.2,1.6,0.384736842,Work
U09632,0.044444444,1.044444444,2.044444444,Apple,0,8.5,49.1,149.1,158,0.6,1451,1.2,3.4,0.854210526,Work
U09633,0,1,2,Nokia,0,7.3,8.7,79.7,95,2.5,2782,4.2,0.6,0.202105263,Work
U09634,0.288888889,1.288888889,2.288888889,Realme,1,2.2,3.3,35.5,21,4.7,5535,2.1,2.1,0.954210526,Social Media
U09635,0.288888889,1.288888889,2.288888889,Nokia,1,10.7,19.5,102.1,121,3.2,2133,5.8,1.5,0.573684211,Social Media
U09636,0.866666667,1.866666667,2.866666667,Nokia,1,6.5,36.6,108.3,76,1.6,7086,6.2,0.9,0.385263158,Entertainment
U09637,0.8,1.8,2.8,OnePlus,0,11.1,43.4,65.8,146,2.6,9442,5.4,4.3,0.462105263,Social Media
U09638,0.333333333,1.333333333,2.333333333,Apple,0,2.9,7.6,29.7,35,4.9,2630,6.1,3.8,0.173157895,Gaming
U09639,0.044444444,1.044444444,2.044444444,Google Pixel,0,1.1,27.7,196.5,108,5.1,3269,6.6,2.9,0.112631579,Entertainment
U09640,0.8,1.8,2.8,Nokia,0,2.1,42.5,146.5,90,4,8463,1.2,0.6,0.625789474,Work
U09641,0.733333333,1.733333333,2.733333333,Samsung,1,10.5,40.6,12,175,2.9,2689,5.4,3.2,0.685263158,Education
U09642,0.266666667,1.266666667,2.266666667,Apple,1,7.8,8,173.4,19,0.7,4498,1.1,4.7,0.91,Work
U09643,0.533333333,1.533333333,2.533333333,Realme,1,11.6,7.2,230.9,195,0.7,8983,7.7,3.4,0.412105263,Gaming
U09644,0.511111111,1.511111111,2.511111111,Motorola,0,6.9,4,34.3,164,4.8,5219,5,1.9,0.38,Social Media
U09645,0.466666667,1.466666667,2.466666667,OnePlus,1,7.7,18.5,68.6,142,3,862,2.8,3.7,0.555789474,Gaming
U09646,0.066666667,1.066666667,2.066666667,Motorola,0,5.3,38.5,148.9,142,1.4,9217,7.8,4.8,0.773684211,Education
U09647,1,2,3,Apple,1,3.8,25.1,50.9,109,0.5,9557,6.9,1.5,0.016842105,Social Media
U09648,0.066666667,1.066666667,2.066666667,Vivo,0,5.6,32.5,137.3,93,3.5,9012,2.7,1.1,0.228947368,Education
U09649,0.355555556,1.355555556,2.355555556,Xiaomi,1,6.1,37.3,79.8,104,5.8,7167,4.1,1.8,0.032105263,Entertainment
U09650,0.4,1.4,2.4,Vivo,1,9.3,13.8,226.8,162,1.5,2599,4.7,1.3,0.082105263,Entertainment
U09651,0.466666667,1.466666667,2.466666667,Vivo,0,8.2,31.5,247.9,122,4.4,9243,1.5,2.7,0.314210526,Work
U09652,0.555555556,1.555555556,2.555555556,Apple,1,1.3,5.3,106.9,27,2.5,7737,6.5,3,0.050526316,Social Media
U09653,0,1,2,Motorola,0,8.7,14.1,205.4,38,1,4568,3.9,1.2,0.974736842,Gaming
U09654,0.2,1.2,2.2,Realme,0,9.7,39.2,29,17,2,1280,5.9,2.1,0.193684211,Education
U09655,0.666666667,1.666666667,2.666666667,Oppo,0,7.2,47.9,140.3,69,4.5,8953,4.2,2.6,0.023157895,Entertainment
U09656,1,2,3,Motorola,1,7.7,11.3,290.9,104,3.5,7050,0.9,1.5,0.270526316,Gaming
U09657,0.488888889,1.488888889,2.488888889,Xiaomi,1,9.1,40.5,202.2,18,5.5,9026,4.2,4.5,0.533157895,Education
U09658,0.133333333,1.133333333,2.133333333,Vivo,1,7.7,11,32.3,174,4.1,9740,7.8,3.6,0.528947368,Education
U09659,0.955555556,1.955555556,2.955555556,OnePlus,1,6.1,22.2,213.4,126,5.1,1490,4.7,4.8,0.738947368,Education
U09660,0.711111111,1.711111111,2.711111111,Oppo,1,8.5,14.9,275.2,134,2.7,6896,2,2.2,0.967368421,Gaming
